"Financial Year & Period","Route","Route Name","Area","Area Name","Delivery Unit","Delivery Unit Name","Incident Summary Group","Incident Category","Incident Category Description","Incident Reason","Incident Reason Description","Responsible Organisation","Responsible Organisation Name","Responsible Manager","Responsible Manager Name","Responsible Function Level 3 Desc","Responsible Function Level 3 Name","v_Incident Count","v_PfPI Minutes"
"2020/21_P01","D","Western","GMTV","GM Thames Valley","DUEAS","WESTERN EAST","Fleet","701D","Technical Fleet delays","M0","Confirmed train cab based safety system fault (including GSMR)","EF","GWR","MEFL","GWR Class 16* Fleet LTV","GW Fleet Manager - L&TV","FGW FLEET MANAGER - L&TV",3,48
"2020/21_P01","D","Western","GMTV","GM Thames Valley","DUEAS","WESTERN EAST","Fleet","701D","Technical Fleet delays","M0","Confirmed train cab based safety system fault (including GSMR)","EX","TfL Rail","MEXL","TFL BT OOC 345 Rlu Fleet","NONE","NONE",1,3
"2020/21_P01","D","Western","GMTV","GM Thames Valley","DUEAS","WESTERN EAST","Fleet","701D","Technical Fleet delays","M0","Confirmed train cab based safety system fault (including GSMR)","EX","TfL Rail","MEXP","TFL BT OOC 345 Flu Fleet","NONE","NONE",15,151
"2020/21_P01","D","Western","GMTV","GM Thames Valley","DUEAS","WESTERN EAST","Fleet","701D","Technical Fleet delays","M2","Delay due to ATO / ETCS equipment","EX","TfL Rail","MEXP","TFL BT OOC 345 Flu Fleet","NONE","NONE",24,259
"2020/21_P01","D","Western","GMTV","GM Thames Valley","DUEAS","WESTERN EAST","Fleet","701D","Technical Fleet delays","M7","Door and Door system faults","EF","GWR","DEFT","GWR LTV FLEET/NR - 50/50 SPLIT","GW Fleet Manager - L&TV","FGW FLEET MANAGER - L&TV",1,1.5
"2020/21_P01","D","Western","GMTV","GM Thames Valley","DUEAS","WESTERN EAST","Fleet","701D","Technical Fleet delays","M7","Door and Door system faults","EF","GWR","MEFC","GWR Class 800 Bi-Mode","GW Fleet Manager - HSS","FGW FLEET MANAGER - HSS",4,28
"2020/21_P01","D","Western","GMTV","GM Thames Valley","DUEAS","WESTERN EAST","Fleet","701D","Technical Fleet delays","M7","Door and Door system faults","EF","GWR","MEFL","GWR Class 16* Fleet LTV","GW Fleet Manager - L&TV","FGW FLEET MANAGER - L&TV",1,20
"2020/21_P01","D","Western","GMTV","GM Thames Valley","DUEAS","WESTERN EAST","Fleet","701D","Technical Fleet delays","M7","Door and Door system faults","EH","CrossCountry","MEH7","XC Fleet Class 221","NONE","NONE",1,3
"2020/21_P01","D","Western","GMTV","GM Thames Valley","DUEAS","WESTERN EAST","Fleet","701D","Technical Fleet delays","M7","Door and Door system faults","EX","TfL Rail","MEXH","TFL Crossrail Class 360 Fleet","NONE","NONE",2,26
"2020/21_P01","D","Western","GMTV","GM Thames Valley","DUEAS","WESTERN EAST","Fleet","701D","Technical Fleet delays","M7","Door and Door system faults","EX","TfL Rail","MEXL","TFL BT OOC 345 Rlu Fleet","NONE","NONE",2,20
"2020/21_P01","D","Western","GMTV","GM Thames Valley","DUEAS","WESTERN EAST","Fleet","701D","Technical Fleet delays","M7","Door and Door system faults","EX","TfL Rail","MEXP","TFL BT OOC 345 Flu Fleet","NONE","NONE",4,53
"2020/21_P01","D","Western","GMTV","GM Thames Valley","DUEAS","WESTERN EAST","Fleet","701D","Technical Fleet delays","M7","Door and Door system faults","R2","Colas Infrastucture","MRGY","Colas (Yellow Plant)","NONE","NONE",1,5
"2020/21_P01","D","Western","GMTV","GM Thames Valley","DUEAS","WESTERN EAST","Fleet","701D","Technical Fleet delays","M8","Technical failures above the Solebar","EF","GWR","MEFC","GWR Class 800 Bi-Mode","GW Fleet Manager - HSS","FGW FLEET MANAGER - HSS",5,37
"2020/21_P01","D","Western","GMTV","GM Thames Valley","DUEAS","WESTERN EAST","Fleet","701D","Technical Fleet delays","M8","Technical failures above the Solebar","EF","GWR","MEFI","GWR Class 802 AT300","GW Fleet Manager - HSS","FGW FLEET MANAGER - HSS",1,5
"2020/21_P01","D","Western","GMTV","GM Thames Valley","DUEAS","WESTERN EAST","Fleet","701D","Technical Fleet delays","M8","Technical failures above the Solebar","EF","GWR","MEFL","GWR Class 16* Fleet LTV","GW Fleet Manager - L&TV","FGW FLEET MANAGER - L&TV",3,70
"2020/21_P01","D","Western","GMTV","GM Thames Valley","DUEAS","WESTERN EAST","Fleet","701D","Technical Fleet delays","M8","Technical failures above the Solebar","EF","GWR","MEFM","GWR Class 387 Fleet","GW Fleet Manager - L&TV","FGW FLEET MANAGER - L&TV",2,27
"2020/21_P01","D","Western","GMTV","GM Thames Valley","DUEAS","WESTERN EAST","Fleet","701D","Technical Fleet delays","M8","Technical failures above the Solebar","EX","TfL Rail","MEXH","TFL Crossrail Class 360 Fleet","NONE","NONE",2,4
"2020/21_P01","D","Western","GMTV","GM Thames Valley","DUEAS","WESTERN EAST","Fleet","701D","Technical Fleet delays","M8","Technical failures above the Solebar","EX","TfL Rail","MEXL","TFL BT OOC 345 Rlu Fleet","NONE","NONE",1,3
"2020/21_P01","D","Western","GMTV","GM Thames Valley","DUEAS","WESTERN EAST","Fleet","701D","Technical Fleet delays","M8","Technical failures above the Solebar","EX","TfL Rail","MEXP","TFL BT OOC 345 Flu Fleet","NONE","NONE",6,48
"2020/21_P01","D","Western","GMTV","GM Thames Valley","DUEAS","WESTERN EAST","Fleet","701D","Technical Fleet delays","M8","Technical failures above the Solebar","HM","HEx","MHMA","Heathrow Express              ","NONE","NONE",2,6
"2020/21_P01","D","Western","GMTV","GM Thames Valley","DUEAS","WESTERN EAST","Fleet","701D","Technical Fleet delays","M9","Reported fleet equipment defect - no fault found","EX","TfL Rail","MEXP","TFL BT OOC 345 Flu Fleet","NONE","NONE",1,4
"2020/21_P01","D","Western","GMTV","GM Thames Valley","DUEAS","WESTERN EAST","Fleet","701D","Technical Fleet delays","MD","Technical failures below the solebar","EF","GWR","MEF5","HRE 80* FLEET MANAGEMENT","GW Depot Operations","FGW DEPOT OPERATIONS",1,31
"2020/21_P01","D","Western","GMTV","GM Thames Valley","DUEAS","WESTERN EAST","Fleet","701D","Technical Fleet delays","MD","Technical failures below the solebar","EF","GWR","MEFC","GWR Class 800 Bi-Mode","GW Fleet Manager - HSS","FGW FLEET MANAGER - HSS",1,4
"2020/21_P01","D","Western","GMTV","GM Thames Valley","DUEAS","WESTERN EAST","Fleet","701D","Technical Fleet delays","MD","Technical failures below the solebar","EF","GWR","MEFI","GWR Class 802 AT300","GW Fleet Manager - HSS","FGW FLEET MANAGER - HSS",3,42
"2020/21_P01","D","Western","GMTV","GM Thames Valley","DUEAS","WESTERN EAST","Fleet","701D","Technical Fleet delays","MD","Technical failures below the solebar","EF","GWR","MEFL","GWR Class 16* Fleet LTV","GW Fleet Manager - L&TV","FGW FLEET MANAGER - L&TV",4,46
"2020/21_P01","D","Western","GMTV","GM Thames Valley","DUEAS","WESTERN EAST","Fleet","701D","Technical Fleet delays","MD","Technical failures below the solebar","EF","GWR","MEFM","GWR Class 387 Fleet","GW Fleet Manager - L&TV","FGW FLEET MANAGER - L&TV",1,14
"2020/21_P01","D","Western","GMTV","GM Thames Valley","DUEAS","WESTERN EAST","Fleet","701D","Technical Fleet delays","MD","Technical failures below the solebar","EX","TfL Rail","MEXH","TFL Crossrail Class 360 Fleet","NONE","NONE",1,20
"2020/21_P01","D","Western","GMTV","GM Thames Valley","DUEAS","WESTERN EAST","Fleet","701D","Technical Fleet delays","MD","Technical failures below the solebar","HM","HEx","MHMA","Heathrow Express              ","NONE","NONE",1,""
"2020/21_P01","D","Western","GMTV","GM Thames Valley","DUEAS","WESTERN EAST","Fleet","701D","Technical Fleet delays","MN","Brake and brake systems faults; including wheel flats where no other cause had been identified","EF","GWR","MEFC","GWR Class 800 Bi-Mode","GW Fleet Manager - HSS","FGW FLEET MANAGER - HSS",1,7
"2020/21_P01","D","Western","GMTV","GM Thames Valley","DUEAS","WESTERN EAST","Fleet","701D","Technical Fleet delays","MN","Brake and brake systems faults; including wheel flats where no other cause had been identified","EF","GWR","MEFL","GWR Class 16* Fleet LTV","GW Fleet Manager - L&TV","FGW FLEET MANAGER - L&TV",1,11
"2020/21_P01","D","Western","GMTV","GM Thames Valley","DUEAS","WESTERN EAST","Fleet","701D","Technical Fleet delays","MN","Brake and brake systems faults; including wheel flats where no other cause had been identified","EX","TfL Rail","MEXL","TFL BT OOC 345 Rlu Fleet","NONE","NONE",1,8
"2020/21_P01","D","Western","GMTV","GM Thames Valley","DUEAS","WESTERN EAST","Fleet","701D","Technical Fleet delays","MN","Brake and brake systems faults; including wheel flats where no other cause had been identified","EX","TfL Rail","MEXP","TFL BT OOC 345 Flu Fleet","NONE","NONE",2,26
"2020/21_P01","D","Western","GMTV","GM Thames Valley","DUEAS","WESTERN EAST","Fleet","701D","Technical Fleet delays","MN","Brake and brake systems faults; including wheel flats where no other cause had been identified","HM","HEx","MHMA","Heathrow Express              ","NONE","NONE",1,16
"2020/21_P01","D","Western","GMTV","GM Thames Valley","DUEAS","WESTERN EAST","Fleet","701D","Technical Fleet delays","MT"," Confirmed train borne safety system faults (not cab based)","EF","GWR","MEFC","GWR Class 800 Bi-Mode","GW Fleet Manager - HSS","FGW FLEET MANAGER - HSS",2,5
"2020/21_P01","D","Western","GMTV","GM Thames Valley","DUEAS","WESTERN EAST","Fleet","701D","Technical Fleet delays","MT"," Confirmed train borne safety system faults (not cab based)","EF","GWR","MEFI","GWR Class 802 AT300","GW Fleet Manager - HSS","FGW FLEET MANAGER - HSS",1,8
"2020/21_P01","D","Western","GMTV","GM Thames Valley","DUEAS","WESTERN EAST","Fleet","701D","Technical Fleet delays","MT"," Confirmed train borne safety system faults (not cab based)","EX","TfL Rail","MEXL","TFL BT OOC 345 Rlu Fleet","NONE","NONE",2,21
"2020/21_P01","D","Western","GMTV","GM Thames Valley","DUEAS","WESTERN EAST","Fleet","701D","Technical Fleet delays","MT"," Confirmed train borne safety system faults (not cab based)","EX","TfL Rail","MEXP","TFL BT OOC 345 Flu Fleet","NONE","NONE",8,277
"2020/21_P01","D","Western","GMTV","GM Thames Valley","DUEAS","WESTERN EAST","Fleet","701D","Technical Fleet delays","MV","Engineers on-track equipment failure outside possession","RT","Harsco","MRTA","Harsco","NONE","NONE",1,0
"2020/21_P01","D","Western","GMTV","GM Thames Valley","DUEAS","WESTERN EAST","Network Management / Other","102","Problems with trackside signs including TSR boards","IQ","Trackside sign blown down, fallen over, missing, defective, mis-placed","NR","Network Rail","IQDR","WES East DU","Infrastructure Maintenance Delivery","INFRASTRUCTURE MAINT. DELIVERY",1,12
"2020/21_P01","D","Western","GMTV","GM Thames Valley","DUEAS","WESTERN EAST","Network Management / Other","106","Other infrastructure","JX","Miscellaneous items (including litter) causing obstructions, not trespass, vandalism, weather or fallen/thrown from trains","NR","Network Rail","IQDR","WES East DU","Infrastructure Maintenance Delivery","INFRASTRUCTURE MAINT. DELIVERY",3,30
"2020/21_P01","D","Western","GMTV","GM Thames Valley","DUEAS","WESTERN EAST","Network Management / Other","106A","Track Patrols & related possessions","I6","Delays as a result of line blocks / track patrols (including late handback)","NR","Network Rail","IQA8","IP SOUTH RAIL SYS ALLIANCE","Renewals - Track","TRACK RENEWALS",1,50
"2020/21_P01","D","Western","GMTV","GM Thames Valley","DUEAS","WESTERN EAST","Network Management / Other","106A","Track Patrols & related possessions","I6","Delays as a result of line blocks / track patrols (including late handback)","NR","Network Rail","IQDR","WES East DU","Infrastructure Maintenance Delivery","INFRASTRUCTURE MAINT. DELIVERY",3,24
"2020/21_P01","D","Western","GMTV","GM Thames Valley","DUEAS","WESTERN EAST","Network Management / Other","107A","Possession over-run and related faults","I5","Possession over-run from planned work","NR","Network Rail","IQDR","WES East DU","Infrastructure Maintenance Delivery","INFRASTRUCTURE MAINT. DELIVERY",1,3
"2020/21_P01","D","Western","GMTV","GM Thames Valley","DUEAS","WESTERN EAST","Network Management / Other","107A","Possession over-run and related faults","I5","Possession over-run from planned work","NR","Network Rail","IQDS","WES SODM Network Ops","Access Planning And Possession Delivery","ACCESS PLANNING & POSSESS DEL",1,7
"2020/21_P01","D","Western","GMTV","GM Thames Valley","DUEAS","WESTERN EAST","Network Management / Other","108","Mishap - infrastructure causes","JL","Safety related incident caused by maintenance or infrastructure staff oversight or error (not Operations staff)","NR","Network Rail","IQDR","WES East DU","Infrastructure Maintenance Delivery","INFRASTRUCTURE MAINT. DELIVERY",2,6
"2020/21_P01","D","Western","GMTV","GM Thames Valley","DUEAS","WESTERN EAST","Network Management / Other","111B","Vegetation Management Failure","JP","Failure to maintain vegetation within network boundaries in accordance with prevailing Network Rail standards","NR","Network Rail","IQDR","WES East DU","Infrastructure Maintenance Delivery","INFRASTRUCTURE MAINT. DELIVERY",2,6
"2020/21_P01","D","Western","GMTV","GM Thames Valley","DUEAS","WESTERN EAST","Network Management / Other","501A","Network Rail Operations - signalling","OA","Regulation Decision Made With Best Endeavours","NR","Network Rail","OQD2","Wes Lom Did/Swi/Oxf","Local Operations","LOCAL OPERATIONS",1,18
"2020/21_P01","D","Western","GMTV","GM Thames Valley","DUEAS","WESTERN EAST","Network Management / Other","501A","Network Rail Operations - signalling","OA","Regulation Decision Made With Best Endeavours","NR","Network Rail","OQD7","WES LOM PAD/SLO/MAI","Local Operations","LOCAL OPERATIONS",1,6
"2020/21_P01","D","Western","GMTV","GM Thames Valley","DUEAS","WESTERN EAST","Network Management / Other","501A","Network Rail Operations - signalling","OA","Regulation Decision Made With Best Endeavours","NR","Network Rail","OQD8","Wes Lom Reading & B&H Crossing","Local Operations","LOCAL OPERATIONS",6,36
"2020/21_P01","D","Western","GMTV","GM Thames Valley","DUEAS","WESTERN EAST","Network Management / Other","501A","Network Rail Operations - signalling","OB","Delayed by signaller not applying applicable regulating policy","NR","Network Rail","OQD2","Wes Lom Did/Swi/Oxf","Local Operations","LOCAL OPERATIONS",1,3
"2020/21_P01","D","Western","GMTV","GM Thames Valley","DUEAS","WESTERN EAST","Network Management / Other","501A","Network Rail Operations - signalling","OB","Delayed by signaller not applying applicable regulating policy","NR","Network Rail","OQD7","WES LOM PAD/SLO/MAI","Local Operations","LOCAL OPERATIONS",2,13
"2020/21_P01","D","Western","GMTV","GM Thames Valley","DUEAS","WESTERN EAST","Network Management / Other","501A","Network Rail Operations - signalling","OB","Delayed by signaller not applying applicable regulating policy","NR","Network Rail","OQD8","Wes Lom Reading & B&H Crossing","Local Operations","LOCAL OPERATIONS",5,16
"2020/21_P01","D","Western","GMTV","GM Thames Valley","DUEAS","WESTERN EAST","Network Management / Other","501A","Network Rail Operations - signalling","OC","Signaller including mis-routing (not ERTM /ETCS related)","NR","Network Rail","OQD2","Wes Lom Did/Swi/Oxf","Local Operations","LOCAL OPERATIONS",1,8
"2020/21_P01","D","Western","GMTV","GM Thames Valley","DUEAS","WESTERN EAST","Network Management / Other","501A","Network Rail Operations - signalling","OC","Signaller including mis-routing (not ERTM /ETCS related)","NR","Network Rail","OQD7","WES LOM PAD/SLO/MAI","Local Operations","LOCAL OPERATIONS",22,108
"2020/21_P01","D","Western","GMTV","GM Thames Valley","DUEAS","WESTERN EAST","Network Management / Other","501A","Network Rail Operations - signalling","OC","Signaller including mis-routing (not ERTM /ETCS related)","NR","Network Rail","OQD8","Wes Lom Reading & B&H Crossing","Local Operations","LOCAL OPERATIONS",8,49
"2020/21_P01","D","Western","GMTV","GM Thames Valley","DUEAS","WESTERN EAST","Network Management / Other","501A","Network Rail Operations - signalling","OC","Signaller including mis-routing (not ERTM /ETCS related)","NR","Network Rail","OQDR","WES East (GEO)","Local Operations","LOCAL OPERATIONS",1,3
"2020/21_P01","D","Western","GMTV","GM Thames Valley","DUEAS","WESTERN EAST","Network Management / Other","501B","Network Rail Operations - control","OD","Delayed as a result of Route Control decision or directive","NR","Network Rail","OQDK","WES COM - CONTROL SWINDON","Route Control Centres","ROUTE CONTROL CENTRES",1,5
"2020/21_P01","D","Western","GMTV","GM Thames Valley","DUEAS","WESTERN EAST","Network Management / Other","501D","Network Rail Operations - other","OH","ARS / TMS / SARS software problem (excluding scheduling issues and technical failures)","NR","Network Rail","OQD7","WES LOM PAD/SLO/MAI","Local Operations","LOCAL OPERATIONS",6,19
"2020/21_P01","D","Western","GMTV","GM Thames Valley","DUEAS","WESTERN EAST","Network Management / Other","501D","Network Rail Operations - other","OH","ARS / TMS / SARS software problem (excluding scheduling issues and technical failures)","NR","Network Rail","OQD8","Wes Lom Reading & B&H Crossing","Local Operations","LOCAL OPERATIONS",13,73
"2020/21_P01","D","Western","GMTV","GM Thames Valley","DUEAS","WESTERN EAST","Network Management / Other","501D","Network Rail Operations - other","OH","ARS / TMS / SARS software problem (excluding scheduling issues and technical failures)","NR","Network Rail","OQDI","WES NR CONT RESP AS PER DAPR","Route Performance & Commercial","ROUTE PERFORMANCE & COMMERCIAL",3,7
